TheKey	FName	LName	City	StateProvinceName	Country	BDate	MS	GN	YearlyIncome	UName	TotalChildren	NumberChildrenAtHome	HouseOwnerFlag	NumberCarsOwned
12651	Martin	Malhotra	Lille	Nord	France	1955-12-14	S	M	90000	martin10 	4	1	1	3
12652	Carolyn	Martin	London	England	United Kingdom	1956-02-06	M	F	130000	carolyn22 	4	5	1	4
12653	Nichole	Andersen	London	England	United Kingdom	1955-07-25	M	F	150000	nichole13 	4	5	1	3
12654	Briana	Gill	Liverpool	England	United Kingdom	1956-05-26	M	F	160000	briana13 	2	5	0	3
12655	Larry	Vazquez	Colombes	Hauts de Seine	France	1954-08-20	M	M	80000	larry17 	5	1	1	3
12656	Blake	Roberts	Versailles	Yveline	France	1960-09-01	M	M	90000	blake40 	4	1	1	3
12657	Audrey	Blanco	Grevenbroich	Bayern	Germany	1954-12-04	M	F	110000	audrey17 	4	5	1	3
12658	Joy	Gomez	York	England	United Kingdom	1960-01-08	M	F	170000	joy2 	0	5	1	4
12659	Damien	Chande	Paris	Seine (Paris)	France	1953-09-14	M	M	80000	damien31 	5	1	1	4
12660	Toni	Sanchez	Orleans	Loiret	France	1953-04-17	M	F	80000	toni21 	5	1	1	4
12661	Deborah	Pal	Orly	Val de Marne	France	1953-02-18	M	F	80000	deborah16 	5	1	1	4
12662	Jessie	Huang	Paris	Seine (Paris)	France	1952-11-21	M	M	90000	jessie11 	5	0	0	2
12663	Morgan	Adams	Saint-Denis	Seine Saint Denis	France	1952-12-21	M	F	90000	morgan12 	5	0	1	2
12664	Krista	Gill	Warrington	England	United Kingdom	1952-07-02	M	F	130000	krista13 	5	5	1	4
12665	Joy	Suarez	Cranbourne	Victoria	Australia	1981-04-03	M	F	60000	joy18 	0	0	1	4
12666	Jessie	Zhu	Hervey Bay	Queensland	Australia	1981-02-16	S	M	60000	jessie18 	0	0	0	4
12667	Maria	Wood	Hobart	Tasmania	Australia	1982-05-22	M	F	70000	maria25 	0	0	1	2
12668	Melissa	Patterson	Wollongong	New South Wales	Australia	1981-10-24	S	F	70000	melissa5 	0	0	1	2
12669	Irving	Schmidt	Coffs Harbour	New South Wales	Australia	1981-09-01	S	M	70000	irving0 	0	0	0	3
12670	Sarah	Martinez	Sydney	New South Wales	Australia	1981-01-17	S	F	70000	sarah19 	0	0	0	3
12671	Alan	Huang	Rockhampton	Queensland	Australia	1979-08-11	S	M	70000	alan10 	0	0	0	3
12672	Carson	Butler	Sydney	New South Wales	Australia	1981-05-06	S	M	80000	carson13 	0	0	0	3
12673	Colin	Stone	Melbourne	Victoria	Australia	1981-02-24	M	M	80000	colin25 	0	0	1	3
12674	Jimmy	Travers	Rockhampton	Queensland	Australia	1981-01-23	M	M	90000	jimmy15 	0	0	1	2
12675	Holly	Fernandez	Seaford	Victoria	Australia	1984-10-01	S	F	80000	holly15 	0	0	0	3
12676	Michele	Madan	Bendigo	Victoria	Australia	1979-12-26	S	F	90000	michele63 	0	0	1	2
12677	Cedric	Liu	Coffs Harbour	New South Wales	Australia	1980-05-04	M	M	100000	cedric4 	0	5	1	2
12678	Dana	Serrano	Silverwater	New South Wales	Australia	1980-04-08	S	F	130000	dana9 	4	5	1	4
12679	Stacy	Gill	Malabar	New South Wales	Australia	1979-05-10	M	F	100000	stacy14 	0	5	0	2
12680	George	Sanchez	Sydney	New South Wales	Australia	1977-12-30	S	M	80000	george27 	0	0	0	3
12681	Christy	Chow	Caloundra	Queensland	Australia	1977-09-05	S	F	80000	christy2 	0	0	0	3
12682	Kari	Subram	Melton	Victoria	Australia	1978-12-12	M	F	100000	kari13 	0	5	0	2
12683	Laura	Zhou	Hervey Bay	Queensland	Australia	1978-08-01	S	F	120000	laura15 	5	5	1	4
12684	Shaun	Shen	Goulburn	New South Wales	Australia	1978-11-20	M	M	120000	shaun4 	0	5	1	4
12685	Jaclyn	Xu	Warrnambool	Victoria	Australia	1977-09-19	M	F	90000	jaclyn28 	0	0	1	3
12686	Trisha	Zhou	Bendigo	Victoria	Australia	1978-04-17	S	F	90000	trisha3 	0	0	1	3
12687	Marshall	Li	Coffs Harbour	New South Wales	Australia	1977-10-18	S	M	90000	marshall2 	0	0	0	3
12688	Stacy	Navarro	Hawthorne	Queensland	Australia	1978-02-01	S	F	90000	stacy10 	0	0	1	3
12689	Tamara	Pal	Caloundra	Queensland	Australia	1978-04-04	S	F	90000	tamara23 	0	0	0	3
12690	Roger	Zhang	Sydney	New South Wales	Australia	1978-03-12	M	M	100000	roger5 	0	5	1	2
12691	Rafael	Andersen	Findon	South Australia	Australia	1977-08-08	M	M	100000	rafael37 	0	5	1	3
12692	Glenn	Lu	Hawthorne	Queensland	Australia	1977-01-22	S	M	80000	glenn12 	0	0	1	4
12693	Ruth	Gonzalez	Rhodes	New South Wales	Australia	1976-07-08	M	F	80000	ruth22 	0	0	1	4
12694	Jay	Arthur	St. Leonards	New South Wales	Australia	1983-01-07	S	M	120000	jay13 	0	5	1	4
12695	Kari	Ruiz	Coffs Harbour	New South Wales	Australia	1976-08-01	M	F	90000	kari23 	0	0	1	4
12696	Stacey	Hu	Silverwater	New South Wales	Australia	1982-03-13	M	F	100000	stacey21 	0	5	1	4
12697	Brenda	Stone	Milsons Point	New South Wales	Australia	1975-12-22	S	F	90000	brenda12 	0	0	0	4
12698	Mohamed	Pal	Port Macquarie	New South Wales	Australia	1981-05-10	M	M	110000	mohamed2 	0	5	1	4
12699	Amy	Chow	Melbourne	Victoria	Australia	1975-09-15	M	F	120000	amy10 	0	5	1	4
12700	Mindy	Kumar	Hawthorne	Queensland	Australia	1976-09-16	M	F	110000	mindy12 	0	5	1	4
12701	Gary	Gutierrez	Newcastle	New South Wales	Australia	1982-10-14	M	M	110000	gary22 	0	5	1	4
12702	Yolanda	Shan	Townsville	Queensland	Australia	1977-03-06	M	F	110000	yolanda9 	0	5	1	4
12703	Renee	Suarez	Lavender Bay	New South Wales	Australia	1976-12-17	M	F	110000	renee17 	0	5	1	4
12704	Barbara	Nara	Geelong	Victoria	Australia	1976-10-13	M	F	120000	barbara45 	0	5	1	4
12705	Andre	Garcia	Perth	South Australia	Australia	1980-08-06	M	M	150000	andre15 	0	5	1	4
12706	Louis	Liang	Hawthorne	Queensland	Australia	1980-01-10	M	M	160000	louis11 	0	5	1	4
12707	Ian	Lewis	Sedro Woolley	Washington	United States	1947-03-28	M	M	70000	ian19 	5	0	1	2
12708	Bonnie	Pal	Chula Vista	California	United States	1952-04-21	M	F	90000	bonnie18 	5	0	1	2
12709	Ian	Rodriguez	San Carlos	California	United States	1946-07-14	M	M	130000	ian18 	2	3	1	4
12710	Dalton	Evans	Langley	British Columbia	Canada	1946-12-17	S	M	170000	dalton43 	2	3	0	2
12711	Heather	Zheng	Les Ulis	Essonne	France	1978-10-18	S	F	20000	heather18 	0	0	0	2
12712	Arthur	Romero	München	Nordrhein-Westfalen	Germany	1979-02-14	S	M	20000	arthur33 	0	0	0	2
12713	Deborah	Xie	Offenbach	Saarland	Germany	1978-12-07	S	F	20000	deborah7 	0	0	0	2
12714	Colleen	Lu	Hannover	Nordrhein-Westfalen	Germany	1979-01-14	S	F	30000	colleen11 	0	0	0	1
12715	Eddie	Gill	Seaford	Victoria	Australia	1969-01-14	M	M	60000	eddie14 	3	2	1	2
12716	Dale	Shen	Croix	Nord	France	1979-09-13	S	M	30000	dale2 	0	0	1	1
12717	Hannah	Wood	Metz	Moselle	France	1979-12-05	M	F	30000	hannah25 	0	0	0	1
12718	Tammy	Sai	Paris	Seine (Paris)	France	1980-05-13	S	F	30000	tammy6 	0	0	1	1
12719	Cheryl	Ruiz	Sèvres	Hauts de Seine	France	1985-11-30	S	F	30000	cheryl3 	0	0	0	1
12720	Nicolas	Chande	Suresnes	Hauts de Seine	France	1980-05-01	S	M	30000	nicolas13 	0	0	0	1
12721	Rebekah	Martinez	Saarlouis	Saarland	Germany	1979-07-14	S	F	30000	rebekah17 	0	0	0	1
12722	Latasha	Gomez	Bottrop	Nordrhein-Westfalen	Germany	1985-08-11	S	F	20000	latasha1 	0	0	0	2
12723	Kurt	Jai	Orleans	Loiret	France	1986-05-13	M	M	20000	kurt11 	0	0	0	2
12724	Eddie	Martin	Münster	Saarland	Germany	1985-07-23	S	M	20000	eddie1 	0	0	0	2
12725	Gabrielle	James	Neunkirchen	Saarland	Germany	1916-02-10	M	F	10000	gabrielle17 	4	0	0	2
12726	Kurt	Goel	Ingolstadt	Bayern	Germany	1985-08-18	S	M	20000	kurt19 	0	0	0	2
12727	Amanda	Ross	Bobigny	Seine Saint Denis	France	1985-10-10	S	F	20000	amanda25 	0	0	0	2
12728	Jeremiah	Stewart	Frankfurt	Hessen	Germany	1984-12-23	S	M	30000	jeremiah44 	0	0	0	1
12729	Jose	Perry	Peterborough	England	United Kingdom	1984-11-12	S	M	30000	jose31 	0	0	0	1
12730	Karla	Becker	York	England	United Kingdom	1984-04-14	S	F	30000	karla21 	0	0	1	1
12731	Steven	Murphy	Werne	Nordrhein-Westfalen	Germany	1984-09-10	S	M	30000	steven24 	0	0	0	1
12732	Todd	Guo	Orleans	Loiret	France	1977-08-20	S	M	10000	todd17 	0	0	1	2
12733	Lacey	Cai	London	England	United Kingdom	1977-08-26	S	F	10000	lacey34 	0	0	0	2
12734	Margaret	Zhou	Cergy	Val d'Oise	France	1978-04-02	S	F	10000	margaret15 	0	0	0	2
12735	Donald	Mehta	Essen	Hamburg	Germany	1983-10-16	S	M	20000	donald15 	0	0	1	2
12736	Diana	Ruiz	Frankfurt	Bayern	Germany	1978-01-23	S	F	20000	diana1 	0	0	1	2
12737	Brett	Chandra	Colombes	Hauts de Seine	France	1978-07-19	S	M	30000	brett1 	0	0	0	1
12738	Melinda	Rubio	Berlin	Nordrhein-Westfalen	Germany	1978-12-14	M	F	40000	melinda15 	1	1	1	0
12739	Evan	Young	Kirkby	England	United Kingdom	1979-06-11	M	M	40000	evan43 	1	1	1	1
12740	Kathryn	Goel	Berks	England	United Kingdom	1978-05-27	S	F	30000	kathryn17 	0	0	1	1
12741	Raymond	Sam	Stuttgart	Saarland	Germany	1977-08-02	S	M	30000	raymond1 	0	0	1	1
12742	Samantha	Martinez	Solingen	Nordrhein-Westfalen	Germany	1978-05-22	S	F	40000	samantha19 	2	2	1	0
12743	Carl	Kumar	Bury	England	United Kingdom	1978-06-18	M	M	40000	carl7 	2	2	0	0
12744	Anna	Moore	Cheltenham	England	United Kingdom	1978-05-27	S	F	40000	anna68 	2	2	1	0
12745	Rafael	Wu	Kirkby	England	United Kingdom	1977-12-11	S	M	40000	rafael7 	2	2	1	0
12746	Juan	Torres	Bury	England	United Kingdom	1976-10-15	S	M	10000	juan2 	0	0	0	2
12747	Colleen	Hu	Hamburg	Hamburg	Germany	1982-10-29	S	F	20000	colleen21 	0	0	0	2
12748	Grace	Bell	Drancy	Seine Saint Denis	France	1977-02-07	S	F	30000	grace30 	0	0	0	1
12749	Miguel	Lee	Chatou	Yveline	France	1976-08-29	S	M	30000	miguel22 	0	0	0	1
12750	Teresa	Vazquez	Morangis	Essonne	France	1976-02-08	S	F	40000	teresa15 	2	2	1	0
12751	Priscilla	Xu	Erlangen	Bayern	Germany	1976-06-10	S	F	40000	priscilla4 	2	2	1	0
12752	Jonathon	Alvarez	Courbevoie	Hauts de Seine	France	1976-05-17	S	M	40000	jonathon1 	2	2	1	0
12753	Ramon	Zhao	Villeneuve-d'Ascq	Nord	France	1976-11-16	S	M	40000	ramon10 	2	2	1	1
12754	Lindsey	Deng	Saint-Denis	Seine Saint Denis	France	1981-06-16	M	F	40000	lindsey1 	2	2	0	2
12755	Chloe	Hughes	Santa Cruz	California	United States	1981-03-31	S	F	40000	chloe78 	3	3	1	0
12756	Antonio	Butler	Beverly Hills	California	United States	1980-12-23	S	M	40000	antonio14 	3	3	1	1
12757	Sara	Ramirez	Edmonds	Washington	United States	1980-06-18	S	F	40000	sara7 	3	3	1	2
12758	Stephanie	Ramirez	Kirkland	Washington	United States	1935-07-11	M	F	30000	stephanie22 	1	0	1	1
12759	Jada	Sanders	Seattle	Washington	United States	1937-01-10	M	F	40000	jada1 	1	0	1	1
12760	Krista	Gomez	Cliffside	British Columbia	Canada	1971-07-26	S	F	60000	krista1 	0	0	1	0
12761	Alexandra	Richardson	Woodburn	Oregon	United States	1971-09-01	S	F	60000	alexandra13 	0	0	1	0
12762	Jonathan	Smith	Spring Valley	California	United States	1964-12-16	M	M	30000	jonathan60 	1	0	1	1
12763	Chloe	Russell	Cliffside	British Columbia	Canada	1969-08-01	M	F	30000	chloe85 	1	0	1	1
12764	Alexandra	Harris	Tacoma	Washington	United States	1964-08-13	M	F	30000	alexandra77 	1	0	1	1
12765	Robyn	Gill	Cliffside	British Columbia	Canada	1959-11-17	M	F	20000	robyn11 	2	0	0	2
12766	Jordyn	Bryant	Corvallis	Oregon	United States	1971-02-08	M	F	20000	jordyn17 	3	0	0	2
12767	Christopher	Robinson	Yakima	Washington	United States	1960-05-02	M	M	30000	christopher18 	1	0	1	1
12768	Johnathan	Chapman	Colma	California	United States	1959-11-23	M	M	30000	johnathan3 	1	0	1	1
12769	Thomas	Zhang	Olympia	Washington	United States	1960-09-17	M	M	40000	thomas26 	1	0	1	1
12770	Charles	Evans	Los Angeles	California	United States	1966-09-19	M	M	40000	charles44 	1	0	1	1
12771	Morgan	Thomas	Spring Valley	California	United States	1966-10-18	M	F	40000	morgan33 	1	0	1	1
12772	Abigail	Clark	Everett	Washington	United States	1960-10-22	M	F	40000	abigail60 	1	0	1	1
12773	Samantha	Taylor	Bellingham	Washington	United States	1961-05-08	M	F	40000	samantha10 	1	0	1	1
12774	Kristen	Gao	Burlingame	California	United States	1971-09-18	M	F	40000	kristen13 	1	0	1	1
12775	Connor	Griffin	Palo Alto	California	United States	1972-03-03	M	M	40000	connor15 	1	0	1	1
12776	Blake	Campbell	Yakima	Washington	United States	1960-07-17	M	M	80000	blake43 	5	0	0	0
12777	Joseph	Anderson	Lynnwood	Washington	United States	1961-11-19	M	M	40000	joseph16 	1	0	1	1
12778	Connie	Morgan	Santa Cruz	California	United States	1961-10-06	M	F	40000	connie3 	1	0	1	1
12779	Mason	Rogers	Yakima	Washington	United States	1962-01-31	M	M	40000	mason18 	1	0	1	1
12780	Jeremy	Richardson	Olympia	Washington	United States	1967-03-19	M	M	40000	jeremy39 	1	0	1	1
12781	Emma	James	Langley	British Columbia	Canada	1961-12-26	M	F	40000	emma44 	1	0	1	1
12782	Elizabeth	Long	Sooke	British Columbia	Canada	1978-03-12	M	F	40000	elizabeth39 	1	0	1	1
12783	Jerome	Gutierrez	Cliffside	British Columbia	Canada	1961-10-06	M	M	40000	jerome9 	1	0	1	1
12784	Jonathan	Campbell	Salem	Oregon	United States	1961-09-04	M	M	40000	jonathan36 	1	0	1	1
12785	Javier	Ortega	Burnaby	British Columbia	Canada	1967-03-19	M	M	40000	javier15 	1	0	1	1
12786	James	Yang	Bellflower	California	United States	1961-08-31	M	M	40000	james43 	1	0	1	1
12787	Katelyn	Cook	Puyallup	Washington	United States	1967-10-18	S	F	70000	katelyn20 	5	0	1	0
12788	Amanda	Nelson	Chula Vista	California	United States	1962-12-26	M	F	40000	amanda52 	1	0	1	1
12789	Jamie	Zeng	Burlingame	California	United States	1962-10-22	M	F	40000	jamie26 	1	0	1	1
12790	Brandon	Kumar	Lemon Grove	California	United States	1964-04-03	S	M	60000	brandon25 	4	0	1	0
12791	Angelica	Foster	Long Beach	California	United States	1975-03-23	S	F	60000	angelica15 	4	0	1	0
12792	Blake	White	Bremerton	Washington	United States	1963-09-18	M	M	60000	blake12 	4	0	1	0
12793	Jessie	Guo	Chula Vista	California	United States	1969-04-13	M	M	60000	jessie22 	4	0	1	0
12794	Megan	Jackson	Woodburn	Oregon	United States	1965-04-06	S	F	60000	megan15 	4	0	1	0
12795	Antonio	Foster	Metchosin	British Columbia	Canada	1964-10-09	M	M	60000	antonio16 	4	0	1	0
12796	Jason	Zhang	Bremerton	Washington	United States	1964-09-04	M	M	60000	jason21 	4	0	0	0
12797	Patrick	Howard	West Covina	California	United States	1965-02-19	S	M	60000	patrick16 	4	0	1	0
12798	Andy	Gutierrez	Tremblay-en-France	Seine Saint Denis	France	1973-07-13	M	M	20000	andy15 	1	1	1	1
12799	George	Chandra	Neunkirchen	Saarland	Germany	1984-12-09	M	M	30000	george8 	1	0	1	0
12800	Lacey	Chen	Leipzig	Nordrhein-Westfalen	Germany	1973-09-18	M	F	30000	lacey14 	1	0	1	0
12801	Melody	Browning	Erlangen	Bayern	Germany	1973-07-04	S	F	30000	melody16 	1	0	1	0
12802	Alan	Sun	Stuttgart	Saarland	Germany	1973-10-16	S	M	30000	alan16 	1	0	1	0
12803	Heather	Li	York	England	United Kingdom	1973-09-15	M	F	30000	heather3 	1	0	1	0
12804	Jaclyn	Chander	Villeneuve-d'Ascq	Nord	France	1973-12-02	S	F	30000	jaclyn39 	1	1	0	0
12805	Marvin	Moreno	Colombes	Hauts de Seine	France	1973-12-11	M	M	40000	marvin7 	0	0	1	0
12806	Ronnie	Zeng	München	Hamburg	Germany	1973-09-15	M	M	40000	ronnie19 	0	0	1	0
12807	Nina	Kumar	Offenbach	Saarland	Germany	1974-02-01	S	F	40000	nina8 	0	0	1	0
12808	Marc	Schmidt	York	England	United Kingdom	1973-11-08	M	M	40000	24-Mar	0	0	1	0
12809	Michele	Navarro	Grevenbroich	Bayern	Germany	1973-03-21	M	F	20000	michele43 	1	1	1	1
12810	Chase	Stewart	Werne	Nordrhein-Westfalen	Germany	1932-01-25	M	M	30000	chase23 	1	0	1	1
12811	Marc	Serrano	Salzgitter	Hessen	Germany	1978-04-16	S	M	20000	20-Mar	1	1	0	1
12812	Brandi	Sanz	Tremblay-en-France	Seine Saint Denis	France	1973-02-17	M	F	20000	brandi19 	1	1	1	1
12813	Reginald	Ramos	Dresden	Hessen	Germany	1973-05-07	M	M	30000	reginald3 	1	1	1	0
12814	Casey	Sharma	Essen	Hamburg	Germany	1983-10-04	S	F	30000	casey10 	1	1	0	0
12815	Dominique	Mehta	München	Hessen	Germany	1972-12-23	M	F	30000	dominique11 	1	1	1	1
12816	Tammy	Mehta	München	Hamburg	Germany	1977-06-20	S	F	10000	tammy14 	5	4	1	2
12817	Theodore	Suarez	Paris	Seine (Paris)	France	1971-08-09	S	M	10000	theodore20 	5	4	1	2
12818	Curtis	She	Drancy	Seine Saint Denis	France	1971-08-18	M	M	20000	curtis20 	1	1	1	1
12819	Nicolas	Chander	Saint Germain en Laye	Yveline	France	1977-04-19	S	M	20000	nicolas14 	2	2	1	0
12820	Derek	Tang	Orleans	Loiret	France	1971-08-09	S	M	20000	derek4 	2	2	1	0
12821	Cesar	McDonald	Roubaix	Nord	France	1978-06-11	M	M	40000	cesar3 	0	0	1	0
12822	Alexandra	James	Werne	Nordrhein-Westfalen	Germany	1978-05-20	M	F	40000	alexandra19 	0	0	0	0
12823	Bethany	She	Roncq	Nord	France	1933-05-16	M	F	10000	bethany4 	4	0	0	2
12824	Kristopher	Subram	Paris	Seine (Paris)	France	1971-11-03	S	M	30000	kristopher11 	1	1	0	1
12825	Kelvin	Hu	Hamburg	Hamburg	Germany	1971-07-20	M	M	30000	kelvin39 	1	1	1	1
12826	Caleb	Gonzalez	Kassel	Hessen	Germany	1971-01-04	S	M	10000	caleb38 	5	3	1	2
12827	Nicolas	Raje	Saarbrücken	Saarland	Germany	1971-01-12	S	M	20000	nicolas12 	2	2	1	1
12828	Carol	Rubio	Saarlouis	Saarland	Germany	1975-06-01	S	F	10000	carol12 	5	2	1	1
12829	Micah	Li	Sulzbach Taunus	Saarland	Germany	1970-01-11	S	M	20000	micah13 	2	2	1	2
12830	Russell	Raje	Saint-Denis	Seine Saint Denis	France	1970-06-23	S	M	20000	russell16 	3	3	1	0
12831	Kathryn	Lal	Poing	Saarland	Germany	1975-01-12	S	F	20000	kathryn7 	3	3	1	0
12832	Douglas	Prasad	Berlin	Saarland	Germany	1969-10-19	S	M	20000	douglas13 	3	3	1	0
12833	Sheena	Goel	Berlin	Hessen	Germany	1975-01-13	S	F	20000	sheena18 	3	3	1	1
12834	Kelsey	Xie	Paris	Seine (Paris)	France	1975-03-10	M	F	30000	kelsey2 	1	1	1	2
12835	Karl	Yuan	Ingolstadt	Bayern	Germany	1969-03-21	S	M	10000	karl7 	3	2	1	2
12836	Rodney	Munoz	Cheltenham	England	United Kingdom	1968-08-30	S	M	20000	rodney3 	3	3	1	2
12837	Nicole	Anderson	Hof	Bayern	Germany	1939-03-27	M	F	20000	nicole10 	2	0	1	1
12838	Ralph	Beck	Neunkirchen	Saarland	Germany	1971-11-08	M	M	40000	ralph0 	0	0	1	0
12839	Dominique	Fernandez	Oxon	England	United Kingdom	1971-12-16	S	F	60000	dominique13 	0	0	0	0
12840	Naomi	Sanz	Gateshead	England	United Kingdom	1945-08-08	M	F	40000	naomi20 	1	0	1	0
12841	Yolanda	Xie	Les Ulis	Essonne	France	1976-08-20	S	F	30000	yolanda3 	2	2	1	1
12842	Kelvin	Becker	Paris	Seine (Paris)	France	1981-08-30	S	M	30000	kelvin17 	2	2	1	1
12843	Summer	Smith	Saint Ouen	Loir et Cher	France	1971-01-30	S	F	30000	summer7 	2	2	1	1
12844	Gerald	Gonzalez	Münster	Saarland	Germany	1970-09-25	M	M	40000	gerald4 	1	0	1	0
12845	Angela	Torres	Solingen	Nordrhein-Westfalen	Germany	1976-11-24	M	F	40000	angela30 	1	0	1	0
12846	Bridget	Nara	Bottrop	Nordrhein-Westfalen	Germany	1970-01-03	S	F	30000	bridget18 	2	2	1	2
12847	Colin	Chander	Kirkby	England	United Kingdom	1970-01-14	M	M	40000	colin39 	1	0	1	0
12848	Brittney	Lu	Reading	England	United Kingdom	1970-05-02	M	F	40000	brittney10 	1	0	1	0
12849	Adam	Baker	Drancy	Seine Saint Denis	France	1974-02-22	S	M	30000	adam38 	2	2	1	2
12850	Johnny	Raji	Frankfurt	Bayern	Germany	1982-12-04	S	M	20000	johnny22 	0	0	0	1
12851	Brandy	Sai	Orleans	Loiret	France	1985-03-25	S	F	20000	brandy1 	4	4	1	2
12852	Teresa	Carlson	Stuttgart	Saarland	Germany	1984-08-03	S	F	30000	teresa19 	3	3	1	1
12853	Evelyn	Malhotra	Gloucestershire	England	United Kingdom	1969-02-21	M	F	40000	evelyn5 	1	0	1	0
12854	Reginald	Romero	Lancaster	England	United Kingdom	1968-11-19	M	M	40000	reginald16 	1	0	1	0
12855	Philip	Diaz	Leeds	England	United Kingdom	1968-08-02	M	M	40000	philip2 	1	0	1	0
12856	Rosa	Lin	London	England	United Kingdom	1979-10-01	M	F	40000	rosa8 	1	0	1	0
12857	Raul	Kumar	Warrington	England	United Kingdom	1969-02-13	M	M	40000	raul7 	1	0	1	0
12858	Adriana	Mehta	Berlin	Hessen	Germany	1967-10-19	S	F	30000	adriana15 	1	0	1	1
12859	Evelyn	Gonzalez	Billericay	England	United Kingdom	1968-02-14	S	F	30000	evelyn19 	1	0	1	1
12860	Jillian	Prasad	Wokingham	England	United Kingdom	1973-03-21	M	F	40000	jillian10 	1	0	1	1
12861	Robyn	Jimenez	London	England	United Kingdom	1973-03-21	M	F	40000	robyn4 	1	0	1	1
12862	Melinda	Ortega	Pantin	Seine Saint Denis	France	1983-08-11	S	F	30000	melinda16 	3	3	1	2
12863	Caleb	Zhang	Paderborn	Nordrhein-Westfalen	Germany	1984-02-22	S	M	30000	caleb20 	4	4	1	1
12864	Michelle	Townsend	Billericay	England	United Kingdom	1983-10-31	S	F	30000	michelle6 	4	4	1	2
12865	Brandy	Martinez	Reading	England	United Kingdom	1981-09-21	M	F	20000	brandy14 	0	0	0	1
12866	Janelle	Fernandez	Paris	Seine (Paris)	France	1980-12-15	S	F	10000	janelle12 	0	0	1	2
12867	Laura	Ye	Paderborn	Nordrhein-Westfalen	Germany	1981-01-16	S	F	10000	laura16 	0	0	1	2
12868	Julie	Anand	Paris	Seine (Paris)	France	1980-11-09	S	F	20000	julie23 	0	0	0	1
12869	Alisha	Tang	Boulogne-sur-Mer	Pas de Calais	France	1981-09-22	M	F	20000	alisha28 	0	0	0	1
12870	Tyrone	Munoz	Bonn	Nordrhein-Westfalen	Germany	1982-03-19	S	M	20000	tyrone7 	0	0	0	1
12871	Leah	Li	Bracknell	England	United Kingdom	1982-04-05	S	F	30000	leah2 	0	0	0	1
12872	Olivia	Hughes	Erlangen	Bayern	Germany	1980-11-07	S	F	30000	olivia57 	0	0	0	1
12873	Mandar	Samant	London	England	United Kingdom	1980-03-17	S	F	20000	mandar2 	0	0	0	2
12874	Kirk	Nason	London	England	United Kingdom	1980-03-04	S	F	20000	kirk3 	0	0	0	2
12875	Brianna	Ross	Bellingham	Washington	United States	1964-11-11	S	F	60000	brianna50 	4	0	1	0
12876	Blake	Robinson	Oakland	California	United States	1965-01-18	M	M	60000	blake18 	4	0	1	0
12877	Alexander	Williams	Sedro Woolley	Washington	United States	1964-11-01	M	M	60000	alexander4 	4	0	1	0
12878	Gilbert	Sun	Beverly Hills	California	United States	1978-03-14	M	M	40000	gilbert10 	4	4	1	3
12879	Elijah	Nelson	Los Angeles	California	United States	1983-07-13	M	M	40000	elijah37 	0	0	1	0
12880	Luis	Hayes	Port Hammond	British Columbia	Canada	1979-03-11	S	M	50000	luis22 	0	0	0	0
12881	Isabella	Edwards	Burbank	California	United States	1979-05-14	S	F	50000	isabella34 	1	0	1	0
12882	Eduardo	Allen	San Carlos	California	United States	1978-09-24	M	M	50000	eduardo24 	1	0	1	0
12883	Stephanie	Bailey	Coronado	California	United States	1977-05-05	S	F	60000	stephanie12 	1	0	1	0
12884	Megan	Williams	Woodland Hills	California	United States	1976-11-08	S	F	60000	megan5 	1	0	1	0
12885	Jonathan	Anderson	San Francisco	California	United States	1982-08-11	M	M	60000	jonathan62 	1	0	1	0
12886	Jocelyn	Long	San Diego	California	United States	1982-10-30	S	F	60000	jocelyn10 	1	0	1	0
12887	Brendan	Pal	Bellflower	California	United States	1976-08-12	M	M	60000	brendan10 	1	1	1	0
12888	Melissa	Barnes	Lake Oswego	Oregon	United States	1982-10-05	M	F	60000	melissa22 	1	1	1	0
12889	James	Adams	Portland	Oregon	United States	1977-05-26	M	M	60000	james66 	1	1	1	0
12890	Steven	Thorpe	Novato	California	United States	1977-01-15	M	M	60000	steven8 	1	1	1	0
12891	Kaylee	King	Oregon City	Oregon	United States	1976-10-13	M	F	60000	kaylee42 	1	1	1	0
12892	Brian	Peterson	Royal Oak	British Columbia	Canada	1977-10-08	M	M	40000	brian17 	1	1	1	0
12893	Brittany	Foster	Redwood City	California	United States	1977-10-02	M	F	70000	brittany14 	2	0	1	0
12894	Natalie	Walker	Santa Cruz	California	United States	1978-02-04	M	F	70000	natalie89 	2	0	1	0
12895	Destiny	Anderson	Burnaby	British Columbia	Canada	1975-10-04	M	F	50000	destiny10 	1	1	1	0
12896	Victoria	Wood	Corvallis	Oregon	United States	1981-07-12	M	F	50000	victoria50 	1	1	1	0
12897	Alyssa	Wilson	Burbank	California	United States	1975-07-06	M	F	50000	alyssa6 	1	1	1	0
12898	Madeline	Campbell	Burbank	California	United States	1976-03-08	M	F	50000	madeline6 	1	1	1	0
12899	Ana	Ross	Glendale	California	United States	1976-01-08	M	F	50000	ana4 	1	1	1	1
12900	Carlos	Ward	Palo Alto	California	United States	1975-12-03	M	M	60000	carlos14 	1	0	1	0
12901	Robert	Adams	W. Linn	Oregon	United States	1974-08-12	M	M	50000	robert57 	2	2	1	0
12902	Julia	Stewart	Vancouver	British Columbia	Canada	1974-10-20	S	F	50000	julia46 	2	2	1	0
12903	John	Sandstone	Cliffside	British Columbia	Canada	1980-09-28	S	F	50000	john27 	2	2	1	0
